team_id,team,g,mp,fg,fga,fg_percentage,threeP,threePA,threeP_percentage,twoP,twoPA,twoP_percentage,ft,fta,ft_percentage,orb,drb,trb,ast,stl,blk,tov,pf,pts,year,playoffs,playoffs_s
1610612755,Philadelphia 76ers,82,241,48.4,102.6,0.471,-99.0,-99.0,-99.0,48.4,102.6,0.471,25.9,40.7,0.635,-99.0,-99.0,72.1,26.8,-99.0,-99.0,-99.0,22.6,122.6,1968,Y,N
1610612747,Los Angeles Lakers,82,242,46.7,97.9,0.477,-99.0,-99.0,-99.0,46.7,97.9,0.477,27.8,38.3,0.726,-99.0,-99.0,63.7,24.2,-99.0,-99.0,-99.0,26.2,121.2,1968,Y,N
1610612760,Seattle SuperSonics,82,240,46.0,104.8,0.439,-99.0,-99.0,-99.0,46.0,104.8,0.439,26.7,37.1,0.719,-99.0,-99.0,65.1,24.4,-99.0,-99.0,-99.0,28.9,118.7,1968,N,N
1610612765,Detroit Pistons,82,241,45.8,102.3,0.448,-99.0,-99.0,-99.0,45.8,102.3,0.448,27.0,38.2,0.708,-99.0,-99.0,66.5,20.7,-99.0,-99.0,-99.0,27.3,118.6,1968,Y,N
1610612764,Baltimore Bullets,82,240,45.0,102.8,0.438,-99.0,-99.0,-99.0,45.0,102.8,0.438,27.4,36.5,0.75,-99.0,-99.0,66.2,18.7,-99.0,-99.0,-99.0,25.9,117.4,1968,N,N
1610612744,San Francisco Warriors,82,241,44.3,104.7,0.423,-99.0,-99.0,-99.0,44.3,104.7,0.423,28.5,38.5,0.74,-99.0,-99.0,73.5,23.2,-99.0,-99.0,-99.0,27.6,117.0,1968,Y,N
1610612758,Cincinnati Royals,82,241,44.9,95.9,0.468,-99.0,-99.0,-99.0,44.9,95.9,0.468,26.9,35.3,0.762,-99.0,-99.0,62.5,25.0,-99.0,-99.0,-99.0,24.6,116.6,1968,N,N
1610612738,Boston Celtics,82,240,45.0,102.1,0.44,-99.0,-99.0,-99.0,45.0,102.1,0.44,26.2,36.4,0.721,-99.0,-99.0,69.1,21.9,-99.0,-99.0,-99.0,26.2,116.1,1968,Y,N
1610612752,New York Knicks,82,242,44.9,98.4,0.456,-99.0,-99.0,-99.0,44.9,98.4,0.456,26.3,37.1,0.71,-99.0,-99.0,62.5,24.0,-99.0,-99.0,-99.0,28.8,116.1,1968,Y,N
1610612737,St. Louis Hawks,82,242,42.7,94.7,0.451,-99.0,-99.0,-99.0,42.7,94.7,0.451,27.5,37.9,0.726,-99.0,-99.0,64.9,24.2,-99.0,-99.0,-99.0,25.0,113.0,1968,Y,N
1610612745,San Diego Rockets,82,240,43.5,104.2,0.417,-99.0,-99.0,-99.0,43.5,104.2,0.417,25.4,35.7,0.711,-99.0,-99.0,66.1,22.4,-99.0,-99.0,-99.0,26.7,112.4,1968,N,N
1610612741,Chicago Bulls,82,241,42.5,99.2,0.429,-99.0,-99.0,-99.0,42.5,99.2,0.429,24.5,33.1,0.738,-99.0,-99.0,62.4,18.6,-99.0,-99.0,-99.0,26.0,109.5,1968,Y,N
1610612738,Boston Celtics,19,241,44.0,97.5,0.451,-99.0,-99.0,-99.0,44.0,97.5,0.451,26.6,36.4,0.731,-99.0,-99.0,68.5,22.6,-99.0,-99.0,-99.0,27.5,114.6,1968,Y,Y
1610612755,Philadelphia 76ers,13,243,43.2,98.6,0.438,-99.0,-99.0,-99.0,43.2,98.6,0.438,27.4,43.4,0.631,-99.0,-99.0,68.5,21.3,-99.0,-99.0,-99.0,23.6,113.7,1968,Y,Y
1610612747,Los Angeles Lakers,15,241,44.4,93.7,0.474,-99.0,-99.0,-99.0,44.4,93.7,0.474,24.7,35.9,0.686,-99.0,-99.0,64.1,21.5,-99.0,-99.0,-99.0,24.9,113.5,1968,Y,Y
1610612752,New York Knicks,6,248,45.7,100.5,0.454,-99.0,-99.0,-99.0,45.7,100.5,0.454,21.8,30.3,0.72,-99.0,-99.0,60.5,22.5,-99.0,-99.0,-99.0,29.0,113.2,1968,Y,Y
1610612737,St. Louis Hawks,6,240,40.3,90.3,0.446,-99.0,-99.0,-99.0,40.3,90.3,0.446,30.7,41.8,0.733,-99.0,-99.0,66.2,26.3,-99.0,-99.0,-99.0,25.0,111.3,1968,Y,Y
1610612744,San Francisco Warriors,10,240,43.0,97.0,0.443,-99.0,-99.0,-99.0,43.0,97.0,0.443,24.1,33.2,0.726,-99.0,-99.0,58.5,23.6,-99.0,-99.0,-99.0,29.8,110.1,1968,Y,Y
1610612765,Detroit Pistons,6,240,43.3,106.0,0.409,-99.0,-99.0,-99.0,43.3,106.0,0.409,23.3,34.2,0.683,-99.0,-99.0,67.5,16.0,-99.0,-99.0,-99.0,26.7,110.0,1968,Y,Y
1610612741,Chicago Bulls,5,240,38.4,93.8,0.409,-99.0,-99.0,-99.0,38.4,93.8,0.409,22.6,30.0,0.753,-99.0,-99.0,61.4,15.4,-99.0,-99.0,-99.0,24.4,99.4,1968,Y,Y
1610612754,Indiana Pacers,78,242,44.5,98.8,0.451,1.4,4.7,0.299,43.1,94.1,0.458,29.1,40.8,0.715,20.6,36.2,56.8,19.9,-99.0,-99.0,19.5,27.0,119.6,1969,Y,N
1610612743,Denver Rockets,78,242,43.9,96.8,0.454,1.0,4.0,0.252,42.9,92.8,0.462,26.0,35.5,0.732,17.6,35.1,52.8,15.9,-99.0,-99.0,17.1,26.9,114.9,1969,Y,N
1610612759,Dallas Chaparrals,78,241,40.8,91.7,0.445,1.2,3.9,0.316,39.6,87.9,0.451,28.1,37.8,0.744,17.4,35.0,52.4,16.9,-99.0,-99.0,18.9,27.9,111.0,1969,Y,N
1610612751,New York Nets,78,241,40.4,97.0,0.416,1.0,3.4,0.292,39.4,93.6,0.421,26.8,36.1,0.742,18.7,33.0,51.7,18.1,-99.0,-99.0,19.7,29.0,108.5,1969,N,N
1610612754,Indiana Pacers,17,244,45.1,102.1,0.441,1.5,5.6,0.26,43.6,96.5,0.452,28.8,40.5,0.712,-99.0,-99.0,56.9,19.1,-99.0,-99.0,15.8,28.8,120.4,1969,Y,Y
1610612759,Dallas Chaparrals,7,240,43.1,96.6,0.447,1.0,5.7,0.175,42.1,90.9,0.464,27.7,33.9,0.819,-99.0,-99.0,51.0,17.6,-99.0,-99.0,18.0,25.7,115.0,1969,Y,Y
1610612743,Denver Rockets,7,240,41.1,95.4,0.431,0.9,4.0,0.214,40.3,91.4,0.441,27.6,36.9,0.748,-99.0,-99.0,50.1,17.4,-99.0,-99.0,16.4,31.0,110.7,1969,Y,Y
1610612755,Philadelphia 76ers,82,241,45.8,100.9,0.454,-99.0,-99.0,-99.0,45.8,100.9,0.454,27.3,37.6,0.725,-99.0,-99.0,55.0,23.3,-99.0,-99.0,18.5,26.2,118.9,1969,Y,N
1610612764,Baltimore Bullets,82,240,46.0,104.5,0.44,-99.0,-99.0,-99.0,46.0,104.5,0.44,24.4,33.3,0.732,-99.0,-99.0,60.5,20.5,-99.0,-99.0,-99.0,24.9,116.4,1969,Y,N
1610612745,San Diego Rockets,82,241,45.0,105.3,0.428,-99.0,-99.0,-99.0,45.0,105.3,0.428,25.3,37.1,0.682,-99.0,-99.0,61.3,23.5,-99.0,-99.0,-99.0,25.7,115.3,1969,Y,N
1610612758,Cincinnati Royals,82,241,43.5,94.4,0.46,-99.0,-99.0,-99.0,43.5,94.4,0.46,27.6,36.7,0.751,-99.0,-99.0,55.2,24.2,-99.0,-99.0,-99.0,24.8,114.5,1969,N,N
1610612765,Detroit Pistons,82,240,44.0,97.5,0.451,-99.0,-99.0,-99.0,44.0,97.5,0.451,26.1,36.9,0.708,-99.0,-99.0,54.5,21.4,-99.0,-99.0,-99.0,25.7,114.1,1969,N,N
1610612747,Los Angeles Lakers,82,242,43.6,92.9,0.469,-99.0,-99.0,-99.0,43.6,92.9,0.469,25.1,38.5,0.65,-99.0,-99.0,57.9,25.2,-99.0,-99.0,-99.0,21.6,112.2,1969,Y,N
1610612760,Seattle SuperSonics,82,241,43.2,99.4,0.435,-99.0,-99.0,-99.0,43.2,99.4,0.435,25.7,36.3,0.707,-99.0,-99.0,54.9,23.5,-99.0,-99.0,-99.0,27.8,112.1,1969,N,N
1610612756,Phoenix Suns,82,241,43.2,100.5,0.43,-99.0,-99.0,-99.0,43.2,100.5,0.43,25.4,36.0,0.705,-99.0,-99.0,55.0,23.4,-99.0,-99.0,-99.0,25.4,111.7,1969,N,N
1610612737,Atlanta Hawks,82,240,44.0,95.7,0.46,-99.0,-99.0,-99.0,44.0,95.7,0.46,23.3,34.0,0.687,-99.0,-99.0,56.1,25.2,-99.0,-99.0,-99.0,25.4,111.3,1969,Y,N
1610612738,Boston Celtics,82,241,43.7,101.4,0.431,-99.0,-99.0,-99.0,43.7,101.4,0.431,23.6,32.4,0.729,-99.0,-99.0,59.0,23.8,-99.0,-99.0,-99.0,25.3,111.0,1969,Y,N
1610612752,New York Knicks,82,240,43.8,95.3,0.459,-99.0,-99.0,-99.0,43.8,95.3,0.459,23.3,31.7,0.736,-99.0,-99.0,51.8,25.3,-99.0,-99.0,-99.0,26.5,110.8,1969,Y,N
1610612749,Milwaukee Bucks,82,240,43.1,100.7,0.428,-99.0,-99.0,-99.0,43.1,100.7,0.428,24.0,32.2,0.745,-99.0,-99.0,57.6,23.0,-99.0,-99.0,-99.0,26.7,110.2,1969,N,N
1610612744,San Francisco Warriors,82,242,41.6,100.2,0.415,-99.0,-99.0,-99.0,41.6,100.2,0.415,25.8,36.0,0.719,-99.0,-99.0,62.3,22.2,-99.0,-99.0,-99.0,25.5,109.1,1969,Y,N
1610612741,Chicago Bulls,82,240,40.9,97.8,0.418,-99.0,-99.0,-99.0,40.9,97.8,0.418,22.9,31.4,0.728,-99.0,-99.0,55.5,19.5,-99.0,-99.0,-99.0,25.2,104.7,1969,N,N
1610612738,Boston Celtics,18,240,41.9,94.7,0.443,-99.0,-99.0,-99.0,41.9,94.7,0.443,23.9,31.7,0.756,-99.0,-99.0,54.8,21.3,-99.0,-99.0,-99.0,26.9,107.8,1969,Y,Y
1610612752,New York Knicks,10,240,42.2,96.4,0.438,-99.0,-99.0,-99.0,42.2,96.4,0.438,22.1,30.1,0.734,-99.0,-99.0,55.5,22.7,-99.0,-99.0,-99.0,24.0,106.5,1969,Y,Y
1610612745,San Diego Rockets,6,240,41.0,88.5,0.463,-99.0,-99.0,-99.0,41.0,88.5,0.463,24.2,35.3,0.684,-99.0,-99.0,49.3,18.8,-99.0,-99.0,-99.0,25.7,106.2,1969,Y,Y
1610612755,Philadelphia 76ers,5,240,40.8,96.2,0.424,-99.0,-99.0,-99.0,40.8,96.2,0.424,24.4,34.2,0.713,-99.0,-99.0,55.4,20.6,-99.0,-99.0,-99.0,28.6,106.0,1969,Y,Y
1610612764,Baltimore Bullets,4,240,42.0,98.3,0.427,-99.0,-99.0,-99.0,42.0,98.3,0.427,20.0,27.8,0.721,-99.0,-99.0,52.3,15.5,-99.0,-99.0,-99.0,23.5,104.0,1969,Y,Y
1610612747,Los Angeles Lakers,18,240,39.6,91.1,0.434,-99.0,-99.0,-99.0,39.6,91.1,0.434,24.6,37.7,0.652,-99.0,-99.0,59.9,23.3,-99.0,-99.0,-99.0,23.9,103.7,1969,Y,Y
1610612737,Atlanta Hawks,11,240,40.5,94.5,0.429,-99.0,-99.0,-99.0,40.5,94.5,0.429,21.4,33.0,0.647,-99.0,-99.0,54.0,19.9,-99.0,-99.0,-99.0,26.3,102.5,1969,Y,Y
1610612744,San Francisco Warriors,6,240,36.3,100.2,0.363,-99.0,-99.0,-99.0,36.3,100.2,0.363,22.0,32.7,0.673,-99.0,-99.0,64.2,21.5,-99.0,-99.0,-99.0,26.0,94.7,1969,Y,Y
1610612759,Dallas Chaparrals,84,241,44.9,98.4,0.457,2.2,7.0,0.32,42.7,91.4,0.467,27.9,35.3,0.788,17.6,37.5,55.2,19.4,-99.0,-99.0,20.3,25.5,120.0,1970,Y,N
1610612743,Denver Rockets,84,242,44.6,99.8,0.447,2.2,8.1,0.275,42.3,91.6,0.462,24.1,32.3,0.746,19.3,38.4,57.7,19.3,-99.0,-99.0,16.7,24.6,115.4,1970,Y,N
1610612754,Indiana Pacers,84,241,42.8,94.0,0.455,2.6,9.3,0.274,40.2,84.7,0.475,25.1,33.9,0.741,17.8,35.0,52.8,21.7,-99.0,-99.0,17.7,25.3,113.2,1970,Y,N
1610612751,New York Nets,84,242,42.2,93.5,0.451,0.8,3.4,0.248,41.3,90.1,0.459,23.7,33.6,0.704,19.2,30.3,49.5,21.0,-99.0,-99.0,20.4,28.3,108.9,1970,Y,N
1610612759,Dallas Chaparrals,6,240,50.5,106.8,0.473,2.7,9.0,0.296,47.8,97.8,0.489,21.0,28.3,0.741,-99.0,-99.0,57.2,26.8,-99.0,-99.0,19.7,27.7,124.7,1970,Y,Y
1610612743,Denver Rockets,12,240,47.8,104.0,0.46,2.8,9.1,0.312,45.0,94.9,0.474,22.4,28.8,0.78,-99.0,-99.0,55.0,25.1,-99.0,-99.0,14.8,24.2,120.9,1970,Y,Y
1610612754,Indiana Pacers,15,240,41.7,95.1,0.439,2.8,9.9,0.282,38.9,85.2,0.457,28.3,37.5,0.756,-99.0,-99.0,57.7,20.6,-99.0,-99.0,16.2,25.0,114.6,1970,Y,Y
1610612751,New York Nets,7,243,42.0,89.9,0.467,1.1,4.7,0.242,40.9,85.1,0.48,26.6,36.7,0.724,-99.0,-99.0,45.7,17.0,-99.0,-99.0,20.9,32.3,111.7,1970,Y,Y
1610612755,Philadelphia 76ers,82,240,47.7,101.8,0.469,-99.0,-99.0,-99.0,47.7,101.8,0.469,26.4,35.2,0.752,-99.0,-99.0,54.4,25.9,-99.0,-99.0,21.0,26.8,121.9,1970,Y,N
1610612764,Baltimore Bullets,82,242,47.9,104.5,0.458,-99.0,-99.0,-99.0,47.9,104.5,0.458,25.0,32.3,0.773,-99.0,-99.0,57.1,22.9,-99.0,-99.0,-99.0,23.1,120.7,1970,Y,N
1610612756,Phoenix Suns,82,241,44.8,95.8,0.468,-99.0,-99.0,-99.0,44.8,95.8,0.468,29.7,39.9,0.744,-99.0,-99.0,51.0,25.3,-99.0,-99.0,-99.0,26.6,119.3,1970,Y,N
1610612749,Milwaukee Bucks,82,241,47.8,98.1,0.488,-99.0,-99.0,-99.0,47.8,98.1,0.488,23.1,31.6,0.732,-99.0,-99.0,53.9,26.4,-99.0,-99.0,-99.0,24.0,118.8,1970,Y,N
1610612745,San Diego Rockets,82,241,47.1,108.1,0.436,-99.0,-99.0,-99.0,47.1,108.1,0.436,24.4,33.3,0.733,-99.0,-99.0,58.4,24.8,-99.0,-99.0,-99.0,25.6,118.7,1970,N,N
1610612737,Atlanta Hawks,82,241,46.5,96.4,0.483,-99.0,-99.0,-99.0,46.5,96.4,0.483,24.5,32.5,0.754,-99.0,-99.0,51.3,26.1,-99.0,-99.0,-99.0,24.6,117.6,1970,Y,N
1610612758,Cincinnati Royals,82,242,45.9,100.9,0.455,-99.0,-99.0,-99.0,45.9,100.9,0.455,25.4,34.6,0.733,-99.0,-99.0,50.8,24.3,-99.0,-99.0,-99.0,27.0,117.3,1970,N,N
1610612760,Seattle SuperSonics,82,241,45.2,97.9,0.462,-99.0,-99.0,-99.0,45.2,97.9,0.462,26.5,34.8,0.761,-99.0,-99.0,52.6,27.0,-99.0,-99.0,-99.0,26.5,116.9,1970,N,N
1610612752,New York Knicks,82,240,46.4,97.3,0.477,-99.0,-99.0,-99.0,46.4,97.3,0.477,22.2,30.3,0.733,-99.0,-99.0,48.9,26.0,-99.0,-99.0,-99.0,24.6,115.0,1970,Y,N
1610612738,Boston Celtics,82,241,44.5,100.4,0.443,-99.0,-99.0,-99.0,44.5,100.4,0.443,26.0,33.1,0.786,-99.0,-99.0,52.9,22.9,-99.0,-99.0,-99.0,28.3,114.9,1970,N,N
1610612741,Chicago Bulls,82,242,44.0,99.2,0.444,-99.0,-99.0,-99.0,44.0,99.2,0.444,26.9,34.9,0.772,-99.0,-99.0,53.5,26.0,-99.0,-99.0,-99.0,22.7,114.9,1970,Y,N
1610612747,Los Angeles Lakers,82,241,44.7,97.0,0.461,-99.0,-99.0,-99.0,44.7,97.0,0.461,24.3,32.2,0.754,-99.0,-99.0,50.7,24.8,-99.0,-99.0,-99.0,23.1,113.7,1970,Y,N
1610612765,Detroit Pistons,82,242,43.5,93.4,0.466,-99.0,-99.0,-99.0,43.5,93.4,0.466,25.8,35.1,0.734,-99.0,-99.0,46.7,20.8,-99.0,-99.0,-99.0,23.5,112.8,1970,N,N
1610612744,San Francisco Warriors,82,241,43.4,100.3,0.432,-99.0,-99.0,-99.0,43.4,100.3,0.432,24.4,32.3,0.757,-99.0,-99.0,58.2,22.7,-99.0,-99.0,-99.0,25.0,111.1,1970,N,N
1610612737,Atlanta Hawks,9,242,46.4,103.1,0.45,-99.0,-99.0,-99.0,46.4,103.1,0.45,21.4,30.6,0.702,-99.0,-99.0,55.1,23.4,-99.0,-99.0,-99.0,25.7,114.3,1970,Y,Y
1610612747,Los Angeles Lakers,18,244,44.8,92.8,0.483,-99.0,-99.0,-99.0,44.8,92.8,0.483,24.3,36.4,0.669,-99.0,-99.0,54.5,28.1,-99.0,-99.0,-99.0,22.0,114.0,1970,Y,Y
1610612749,Milwaukee Bucks,10,240,45.4,95.4,0.476,-99.0,-99.0,-99.0,45.4,95.4,0.476,22.6,30.3,0.746,-99.0,-99.0,50.8,26.4,-99.0,-99.0,-99.0,20.2,113.4,1970,Y,Y
1610612755,Philadelphia 76ers,5,240,47.6,100.2,0.475,-99.0,-99.0,-99.0,47.6,100.2,0.475,18.2,26.8,0.679,-99.0,-99.0,49.0,24.6,-99.0,-99.0,-99.0,25.6,113.4,1970,Y,Y
1610612741,Chicago Bulls,5,240,44.8,104.0,0.431,-99.0,-99.0,-99.0,44.8,104.0,0.431,21.2,28.8,0.736,-99.0,-99.0,55.0,23.6,-99.0,-99.0,-99.0,22.6,110.8,1970,Y,Y
1610612752,New York Knicks,19,245,46.2,101.0,0.457,-99.0,-99.0,-99.0,46.2,101.0,0.457,18.2,23.9,0.758,-99.0,-99.0,50.0,23.7,-99.0,-99.0,-99.0,23.5,110.5,1970,Y,Y
1610612756,Phoenix Suns,7,240,42.1,104.0,0.405,-99.0,-99.0,-99.0,42.1,104.0,0.405,24.0,31.1,0.771,-99.0,-99.0,60.4,25.0,-99.0,-99.0,-99.0,24.7,108.3,1970,Y,Y
1610612764,Baltimore Bullets,7,247,40.9,97.9,0.418,-99.0,-99.0,-99.0,40.9,97.9,0.418,23.3,30.3,0.769,-99.0,-99.0,56.0,17.1,-99.0,-99.0,-99.0,22.7,105.0,1970,Y,Y
1610612759,Texas Chaparrals,84,242,47.2,106.4,0.443,2.9,9.2,0.311,44.3,97.2,0.456,24.3,31.7,0.766,20.6,35.3,55.9,22.6,-99.0,-99.0,17.6,24.9,121.5,1971,Y,N
1610612754,Indiana Pacers,84,242,45.2,97.6,0.463,3.6,12.2,0.299,41.5,85.5,0.486,25.0,32.6,0.768,16.9,35.2,52.1,24.6,-99.0,-99.0,17.0,23.3,119.1,1971,Y,N
1610612743,Denver Rockets,84,243,45.9,104.5,0.439,1.2,4.8,0.258,44.6,99.8,0.447,25.7,33.8,0.76,20.9,36.8,57.7,19.5,-99.0,-99.0,19.7,23.8,118.6,1971,Y,N
1610612751,New York Nets,84,241,43.3,91.7,0.472,0.5,2.0,0.224,42.9,89.7,0.478,24.0,31.6,0.759,15.8,33.1,48.9,22.3,-99.0,-99.0,21.2,26.2,111.0,1971,Y,N
1610612751,New York Nets,6,240,44.5,84.7,0.526,2.7,5.3,0.5,41.8,79.3,0.527,27.7,36.0,0.769,-99.0,-99.0,48.8,21.2,-99.0,-99.0,-99.0,26.8,119.3,1971,Y,Y
1610612754,Indiana Pacers,11,242,40.5,95.5,0.423,4.1,15.0,0.273,36.4,80.5,0.451,23.3,30.2,0.771,-99.0,-99.0,51.7,21.3,-99.0,-99.0,-99.0,21.7,108.3,1971,Y,Y
1610612759,Texas Chaparrals,4,240,42.3,114.5,0.369,2.8,14.0,0.196,39.5,100.5,0.393,20.3,26.5,0.764,26.0,34.5,60.5,24.5,-99.0,-99.0,-99.0,24.8,107.5,1971,Y,Y
1610612749,Milwaukee Bucks,82,241,48.4,95.2,0.509,-99.0,-99.0,-99.0,48.4,95.2,0.509,21.5,29.0,0.742,-99.0,-99.0,53.0,27.4,-99.0,-99.0,20.6,22.5,118.4,1971,Y,N
1610612738,Boston Celtics,82,241,46.4,105.1,0.442,-99.0,-99.0,-99.0,46.4,105.1,0.442,24.4,32.3,0.755,-99.0,-99.0,58.9,25.0,-99.0,-99.0,20.1,26.1,117.2,1971,N,N
1610612758,Cincinnati Royals,82,241,46.4,102.1,0.454,-99.0,-99.0,-99.0,46.4,102.1,0.454,23.2,32.0,0.725,-99.0,-99.0,50.6,24.7,-99.0,-99.0,19.2,25.9,116.0,1971,N,N
1610612757,Portland Trail Blazers,82,240,45.4,104.4,0.435,-99.0,-99.0,-99.0,45.4,104.4,0.435,24.7,32.6,0.758,-99.0,-99.0,51.3,27.2,-99.0,-99.0,17.2,24.7,115.5,1971,N,N
1610612760,Seattle SuperSonics,82,240,44.7,98.0,0.456,-99.0,-99.0,-99.0,44.7,98.0,0.456,25.6,34.0,0.753,-99.0,-99.0,54.3,25.0,-99.0,-99.0,20.4,23.4,115.0,1971,N,N
1610612747,Los Angeles Lakers,82,240,45.6,95.8,0.476,-99.0,-99.0,-99.0,45.6,95.8,0.476,23.6,33.1,0.711,-99.0,-99.0,52.1,26.9,-99.0,-99.0,19.5,20.8,114.8,1971,Y,N
1610612755,Philadelphia 76ers,82,240,44.0,97.9,0.45,-99.0,-99.0,-99.0,44.0,97.9,0.45,26.8,36.2,0.741,-99.0,-99.0,54.1,24.1,-99.0,-99.0,20.1,26.4,114.8,1971,Y,N
1610612737,Atlanta Hawks,82,240,44.1,94.9,0.465,-99.0,-99.0,-99.0,44.1,94.9,0.465,25.9,36.3,0.713,-99.0,-99.0,54.5,23.2,-99.0,-99.0,22.0,23.9,114.0,1971,Y,N
1610612756,Phoenix Suns,82,241,42.7,97.8,0.437,-99.0,-99.0,-99.0,42.7,97.8,0.437,28.4,37.5,0.756,-99.0,-99.0,54.2,23.5,-99.0,-99.0,19.6,26.0,113.8,1971,N,N
1610612745,San Diego Rockets,82,240,43.3,102.8,0.421,-99.0,-99.0,-99.0,43.3,102.8,0.421,26.7,35.6,0.749,-99.0,-99.0,57.1,23.4,-99.0,-99.0,20.9,26.0,113.2,1971,N,N
1610612764,Baltimore Bullets,82,241,44.9,101.6,0.442,-99.0,-99.0,-99.0,44.9,101.6,0.442,23.0,30.5,0.754,-99.0,-99.0,55.5,21.6,-99.0,-99.0,19.1,24.0,112.9,1971,Y,N
1610612741,Chicago Bulls,82,240,42.2,93.4,0.452,-99.0,-99.0,-99.0,42.2,93.4,0.452,26.2,33.2,0.79,-99.0,-99.0,52.7,26.1,-99.0,-99.0,16.5,21.9,110.6,1971,Y,N
1610612752,New York Knicks,82,240,44.3,98.5,0.45,-99.0,-99.0,-99.0,44.3,98.5,0.45,21.5,29.0,0.74,-99.0,-99.0,49.7,21.7,-99.0,-99.0,14.8,23.4,110.1,1971,Y,N
1610612765,Detroit Pistons,82,242,42.3,94.3,0.449,-99.0,-99.0,-99.0,42.3,94.3,0.449,25.5,34.2,0.745,-99.0,-99.0,47.8,20.7,-99.0,-99.0,20.0,24.0,110.1,1971,N,N
1610612744,San Francisco Warriors,82,240,42.1,94.0,0.448,-99.0,-99.0,-99.0,42.1,94.0,0.448,22.9,30.1,0.76,-99.0,-99.0,56.6,23.1,-99.0,-99.0,20.6,22.4,107.1,1971,Y,N
1610612746,Buffalo Braves,82,241,41.8,95.9,0.436,-99.0,-99.0,-99.0,41.8,95.9,0.436,22.0,30.5,0.721,-99.0,-99.0,52.0,23.9,-99.0,-99.0,21.5,27.2,105.5,1971,N,N
1610612739,Cleveland Cavaliers,82,240,40.2,94.9,0.424,-99.0,-99.0,-99.0,40.2,94.9,0.424,21.6,29.0,0.746,-99.0,-99.0,48.6,25.2,-99.0,-99.0,19.4,25.8,102.1,1971,N,N
1610612749,Milwaukee Bucks,14,240,44.9,90.4,0.497,-99.0,-99.0,-99.0,44.9,90.4,0.497,19.2,26.6,0.721,-99.0,-99.0,53.8,25.6,-99.0,-99.0,-99.0,21.6,109.1,1971,Y,Y
1610612755,Philadelphia 76ers,7,240,42.0,92.9,0.452,-99.0,-99.0,-99.0,42.0,92.9,0.452,25.0,35.1,0.711,-99.0,-99.0,50.7,22.0,-99.0,-99.0,-99.0,29.3,109.0,1971,Y,Y
1610612737,Atlanta Hawks,5,240,40.8,95.6,0.427,-99.0,-99.0,-99.0,40.8,95.6,0.427,23.0,31.4,0.732,-99.0,-99.0,57.8,17.0,-99.0,-99.0,-99.0,21.8,104.6,1971,Y,Y
1610612764,Baltimore Bullets,18,240,40.1,94.2,0.426,-99.0,-99.0,-99.0,40.1,94.2,0.426,23.5,32.8,0.716,-99.0,-99.0,54.1,19.1,-99.0,-99.0,-99.0,23.2,103.7,1971,Y,Y
1610612741,Chicago Bulls,7,240,42.1,93.1,0.452,-99.0,-99.0,-99.0,42.1,93.1,0.452,17.4,22.7,0.767,-99.0,-99.0,49.7,27.6,-99.0,-99.0,-99.0,22.9,101.7,1971,Y,Y
1610612752,New York Knicks,12,240,41.4,95.9,0.432,-99.0,-99.0,-99.0,41.4,95.9,0.432,18.3,25.5,0.716,-99.0,-99.0,47.4,18.1,-99.0,-99.0,-99.0,24.7,101.1,1971,Y,Y
1610612747,Los Angeles Lakers,12,240,39.8,89.0,0.448,-99.0,-99.0,-99.0,39.8,89.0,0.448,20.0,28.8,0.696,-99.0,-99.0,47.8,21.6,-99.0,-99.0,-99.0,19.6,99.7,1971,Y,Y
1610612744,San Francisco Warriors,5,240,37.4,94.6,0.395,-99.0,-99.0,-99.0,37.4,94.6,0.395,21.2,27.6,0.768,-99.0,-99.0,49.6,21.2,-99.0,-99.0,-99.0,24.4,96.0,1971,Y,Y
1610612754,Indiana Pacers,84,242,42.9,92.9,0.461,2.6,8.9,0.293,40.3,84.0,0.479,24.6,32.8,0.749,18.7,35.8,54.5,20.6,-99.0,-99.0,18.1,22.7,112.9,1972,Y,N
1610612751,New York Nets,84,243,44.0,91.6,0.48,1.1,3.8,0.289,42.9,87.9,0.488,23.7,30.8,0.769,15.3,34.2,49.5,21.9,-99.0,-99.0,19.7,24.6,112.8,1972,Y,N
1610612743,Denver Rockets,84,241,44.1,98.2,0.449,0.5,2.1,0.23,43.6,96.1,0.454,23.3,31.0,0.751,19.4,34.0,53.3,23.8,-99.0,-99.0,17.3,27.8,111.9,1972,Y,N
1610612759,Dallas Chaparrals,84,243,40.0,89.3,0.448,1.2,3.7,0.336,38.8,85.7,0.453,23.1,29.7,0.778,15.8,31.7,47.5,17.7,-99.0,-99.0,14.5,27.6,104.4,1972,Y,N
1610612754,Indiana Pacers,20,241,41.3,90.8,0.454,2.7,8.4,0.317,38.6,82.5,0.468,23.2,31.5,0.738,-99.0,-99.0,50.9,19.2,-99.0,-99.0,14.6,24.0,108.4,1972,Y,Y
1610612751,New York Nets,19,240,42.4,88.8,0.477,1.8,5.3,0.34,40.6,83.5,0.486,21.0,28.4,0.74,-99.0,-99.0,45.9,18.9,-99.0,-99.0,17.7,22.7,107.5,1972,Y,Y
1610612743,Denver Rockets,7,243,39.1,91.3,0.429,0.4,2.0,0.214,38.7,89.3,0.434,22.4,28.3,0.793,-99.0,-99.0,54.7,18.4,-99.0,-99.0,13.6,26.7,101.1,1972,Y,Y
