player_id,PLAYER_ID,games,gs,mp,fg,fga,fg_percent,threeP,threePA,three_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,twoP,twoPA,two_percent,eFG_percent,playoffs_s
76386,76386.0,51.75,0.0,27.35,5.62,12.88,0.42,0.12,0.3,0.4,2.28,2.85,0.79,0.62,2.05,2.83,2.51,1.13,0.43,1.22,1.71,13.5,0.0,0.0,0.0,0.0,N
76392,76392.0,77.88,13.0,30.18,5.15,11.0,0.47,0.0,0.0,0.0,1.72,2.48,0.71,2.2,5.98,8.18,1.71,0.54,1.01,1.84,3.11,12.01,0.0,0.0,0.0,0.0,N
76402,76402.0,66.45,0.0,24.08,3.13,6.84,0.45,0.1,0.4,0.26,1.28,1.69,0.76,1.0,2.0,2.72,3.63,0.93,0.2,1.4,1.75,7.6,0.0,0.0,0.0,0.0,N
76421,76421.0,51.88,0.0,31.18,6.41,13.05,0.48,0.0,0.0,0.0,3.44,4.14,0.83,0.94,2.04,2.95,3.24,1.06,0.26,2.52,2.79,16.29,0.0,0.0,0.0,0.0,N
76444,76444.0,72.75,11.75,25.14,3.25,6.97,0.47,0.5,1.47,0.29,1.33,1.62,0.77,0.77,2.14,2.92,3.85,1.11,0.55,1.52,2.46,8.3,0.0,0.0,0.0,0.0,N
76441,76441.0,70.29,37.36,19.93,3.14,6.89,0.45,0.0,0.05,0.11,1.23,1.67,0.72,2.12,3.89,6.0,0.84,0.29,1.53,1.16,3.1,7.53,0.0,0.0,0.0,0.0,N
76453,76453.0,68.54,23.85,21.35,3.17,6.58,0.47,0.0,0.05,0.1,1.39,1.91,0.67,1.81,3.6,5.39,1.46,0.4,0.83,1.41,2.01,7.73,0.0,0.0,0.0,0.0,N
76462,76462.0,69.64,44.5,37.91,7.29,15.85,0.46,0.0,0.15,0.04,2.58,3.31,0.79,2.89,9.46,13.21,3.78,1.1,0.91,2.02,3.78,17.15,0.0,0.0,0.0,0.0,N
76471,76471.0,40.67,5.25,21.0,2.75,6.48,0.42,0.1,0.45,0.16,1.79,2.18,0.82,0.31,1.27,1.57,3.24,0.78,0.04,1.42,1.3,7.39,0.0,0.0,0.0,0.0,N
76474,76474.0,16.4,0.33,5.92,0.52,1.4,0.35,0.0,0.0,0.0,0.26,0.62,0.44,0.8,1.22,2.02,0.32,0.1,0.26,0.58,1.04,1.3,0.0,0.0,0.0,0.0,N
76500,76500.0,64.54,0.0,33.22,7.14,14.92,0.47,0.0,0.07,0.09,2.88,3.72,0.76,1.51,4.0,6.24,3.21,1.11,0.53,2.22,3.32,17.16,0.0,0.0,0.0,0.0,N
76504,76504.0,58.26,55.05,34.64,7.91,14.95,0.52,0.01,0.05,0.1,6.86,8.44,0.81,2.32,3.33,5.62,2.85,0.98,0.17,2.68,2.6,22.71,0.0,0.0,0.0,0.0,N
76516,76516.0,52.95,22.58,19.48,2.49,4.83,0.51,0.25,0.75,0.24,1.36,1.67,0.8,0.23,1.2,1.45,3.96,0.72,0.12,1.22,1.97,6.54,0.0,0.0,0.0,0.0,N
76523,76523.0,22.0,0.0,8.7,1.6,3.4,0.47,0.0,0.0,0.0,0.55,0.8,0.6,0.6,1.0,1.6,0.2,0.3,0.1,0.7,1.85,3.7,0.0,0.0,0.0,0.0,N
76534,76534.0,26.0,0.0,10.67,1.57,4.5,0.36,0.0,0.05,0.25,0.83,1.77,0.47,0.67,0.9,1.6,0.53,0.53,0.07,0.85,1.3,4.0,0.0,0.0,0.0,0.0,N
1453,1453.0,64.94,40.94,26.46,7.36,14.61,0.5,0.18,0.61,0.27,2.78,3.24,0.86,0.83,1.95,2.78,3.47,1.18,0.11,2.24,2.28,17.64,0.0,0.0,0.0,0.0,N
76539,76539.0,45.75,25.75,18.14,3.53,6.28,0.52,0.0,0.02,0.03,2.08,3.2,0.61,1.2,3.22,4.42,0.92,0.32,1.02,2.13,3.34,9.15,0.0,0.0,0.0,0.0,N
76567,76567.0,68.57,0.0,17.3,2.21,4.76,0.43,0.0,0.05,0.11,0.87,1.23,0.64,1.0,2.56,3.49,1.89,0.79,0.5,1.03,2.36,5.3,0.0,0.0,0.0,0.0,N
76587,76587.0,14.2,0.0,8.04,1.14,2.78,0.39,0.0,0.0,0.0,0.78,1.34,0.58,0.92,1.52,2.46,0.4,0.18,0.2,0.52,1.54,3.06,0.0,0.0,0.0,0.0,N
76590,76590.0,65.14,8.5,20.37,2.64,5.27,0.53,0.0,0.0,0.0,1.51,2.59,0.49,2.06,3.7,5.77,0.9,0.37,0.7,1.48,3.44,6.77,0.0,0.0,0.0,0.0,N
76598,76598.0,67.18,26.0,29.18,7.3,15.66,0.47,0.03,0.17,0.1,5.83,7.77,0.75,2.81,3.84,6.65,1.69,1.33,0.25,2.72,3.56,20.45,0.0,0.0,0.0,0.0,N
76618,76618.0,70.93,36.71,21.73,1.91,4.17,0.45,0.01,0.02,0.02,0.91,1.26,0.73,1.64,2.46,4.13,1.57,1.22,0.24,0.76,2.01,4.74,0.0,0.0,0.0,0.0,N
229,229.0,54.04,36.32,22.94,4.56,9.38,0.48,0.0,0.0,0.02,2.65,3.88,0.68,1.53,3.46,4.98,1.18,0.34,0.66,1.6,3.32,11.79,0.0,0.0,0.0,0.0,N
76656,76656.0,47.0,0.0,17.2,2.57,5.03,0.51,0.0,0.05,0.38,2.17,3.2,0.67,1.23,2.43,3.67,1.47,0.47,0.27,1.7,2.2,7.33,0.0,0.0,0.0,0.0,N
76664,76664.0,56.0,0.0,10.83,1.33,3.03,0.44,0.0,0.1,0.0,0.8,1.1,0.75,1.0,1.63,2.6,0.57,0.33,0.47,0.77,1.73,3.47,0.0,0.0,0.0,0.0,N
600010,600010.0,63.12,25.0,15.4,1.74,4.19,0.4,0.0,0.0,0.0,0.9,1.23,0.72,1.38,2.65,4.0,0.84,0.65,0.78,1.04,2.42,4.36,0.0,0.0,0.0,0.0,N
76673,76673.0,74.76,58.29,31.61,8.65,17.12,0.5,0.01,0.1,0.23,3.47,4.2,0.82,2.48,3.28,5.77,3.51,0.89,0.72,2.56,2.55,20.78,0.0,0.0,0.0,0.0,N
76681,76681.0,76.0,73.67,34.22,8.6,16.99,0.5,0.06,0.31,0.26,4.55,5.86,0.78,2.45,4.16,6.63,3.85,1.78,1.55,3.05,2.73,21.81,0.0,0.0,0.0,0.0,N
76707,76707.0,31.88,0.0,7.59,0.74,1.94,0.36,0.0,0.0,0.0,0.66,0.96,0.6,0.72,1.05,1.79,0.44,0.2,0.29,0.42,0.84,2.15,0.0,0.0,0.0,0.0,N
76733,76733.0,72.92,67.0,28.86,4.22,9.34,0.45,0.57,1.43,0.36,1.28,1.71,0.74,1.35,1.91,3.28,3.36,1.46,0.27,2.13,2.36,9.87,0.0,0.0,0.0,0.0,N
76734,76734.0,60.78,1.0,17.79,2.42,5.23,0.46,0.0,0.02,0.17,0.73,0.92,0.81,1.02,2.22,3.27,1.22,0.5,0.28,0.87,2.0,5.6,0.0,0.0,0.0,0.0,N
76736,76736.0,62.11,41.17,25.52,3.81,8.04,0.46,0.04,0.24,0.13,2.23,2.74,0.81,0.27,1.3,1.59,5.71,1.06,0.03,2.51,2.56,9.86,0.0,0.0,0.0,0.0,N
76750,76750.0,63.46,0.0,34.36,6.75,13.96,0.48,0.0,0.3,0.0,3.58,4.53,0.8,0.96,3.34,5.18,5.56,1.6,0.21,1.77,2.45,17.09,0.0,0.0,0.0,0.0,N
76753,76753.0,63.93,44.33,30.13,7.22,15.97,0.44,0.29,0.93,0.27,5.18,6.89,0.75,1.09,1.51,2.61,3.67,1.0,0.24,2.46,2.59,19.84,0.0,0.0,0.0,0.0,N
76767,76767.0,49.12,0.0,20.44,4.32,9.41,0.45,0.23,0.93,0.24,1.9,2.2,0.86,0.92,1.23,2.14,2.58,0.7,0.31,1.8,1.23,10.62,0.0,0.0,0.0,0.0,N
76771,76771.0,66.25,70.0,22.16,2.88,5.98,0.48,0.0,0.12,0.2,1.02,1.25,0.82,0.45,1.75,2.19,3.84,1.7,0.3,1.54,2.04,6.78,0.0,0.0,0.0,0.0,N
76802,76802.0,37.46,0.0,11.58,2.15,5.08,0.41,0.0,0.1,0.08,1.05,1.61,0.65,1.02,1.43,2.45,0.79,0.55,0.47,0.65,1.64,5.35,0.0,0.0,0.0,0.0,N
76804,76804.0,79.1,75.4,33.54,10.17,19.92,0.51,0.13,0.46,0.26,5.73,6.8,0.84,1.49,3.06,4.55,2.81,1.18,0.85,3.03,2.95,26.19,0.0,0.0,0.0,0.0,N
76806,76806.0,61.7,0.0,24.48,3.19,6.93,0.45,0.0,0.0,0.0,1.12,1.58,0.69,1.97,4.24,5.88,1.38,0.48,1.01,1.47,2.28,7.5,0.0,0.0,0.0,0.0,N
600014,600014.0,70.0,55.89,29.69,5.57,9.3,0.59,0.0,0.01,0.11,4.0,5.66,0.67,2.58,6.36,8.94,1.71,0.47,1.67,2.53,3.13,15.09,0.0,0.0,0.0,0.0,N
76819,76819.0,78.0,0.0,16.75,2.7,6.7,0.4,0.0,0.0,0.0,1.35,1.7,0.79,1.35,1.6,2.95,0.9,0.8,0.2,0.85,1.6,6.7,0.0,0.0,0.0,0.0,N
76822,76822.0,59.3,1.67,15.5,3.09,5.78,0.52,0.0,0.02,0.22,1.01,1.22,0.84,0.22,0.93,1.16,1.45,0.5,0.08,0.66,1.42,7.18,0.0,0.0,0.0,0.0,N
76830,76830.0,72.5,1.0,17.28,2.23,4.73,0.47,0.0,0.02,0.08,1.35,1.87,0.71,1.7,2.8,4.52,1.38,1.13,0.28,1.03,2.5,5.85,0.0,0.0,0.0,0.0,N
76873,76873.0,52.83,0.0,22.32,3.57,7.7,0.46,0.0,0.1,0.0,1.63,2.37,0.7,1.97,3.45,5.43,1.27,0.53,1.42,1.62,2.75,8.77,0.0,0.0,0.0,0.0,N
76874,76874.0,63.06,36.38,22.31,3.38,7.29,0.46,0.04,0.22,0.19,1.5,1.87,0.81,0.44,1.31,1.76,4.87,1.26,0.04,1.52,1.4,8.32,0.0,0.0,0.0,0.0,N
76887,76887.0,67.2,20.5,22.24,4.2,9.69,0.43,0.37,1.08,0.33,2.01,2.46,0.82,0.84,1.43,2.29,1.81,0.57,0.16,1.35,1.87,10.65,0.0,0.0,0.0,0.0,N
76889,76889.0,68.57,0.0,20.67,1.67,3.34,0.5,0.0,0.0,0.0,1.51,2.19,0.69,1.79,3.51,5.3,2.27,0.83,0.49,1.58,2.91,4.84,0.0,0.0,0.0,0.0,N
76895,76895.0,64.12,13.5,23.75,3.44,6.79,0.5,0.02,0.12,0.23,1.52,1.94,0.78,1.78,2.49,4.24,2.79,1.18,0.69,1.95,2.86,8.43,0.0,0.0,0.0,0.0,N
76899,76899.0,77.0,3.4,18.56,2.96,6.22,0.47,0.04,0.19,0.26,1.37,1.79,0.77,0.74,1.88,2.6,2.03,0.68,0.2,1.13,2.19,7.32,0.0,0.0,0.0,0.0,N
76948,76948.0,62.25,17.0,21.68,2.45,5.1,0.48,0.0,0.0,0.25,0.72,1.05,0.68,1.75,3.6,5.35,1.32,0.75,0.92,1.2,2.38,5.58,0.0,0.0,0.0,0.0,N
76966,76966.0,41.62,2.0,14.86,2.8,6.61,0.43,0.97,3.05,0.29,0.34,0.4,0.74,0.42,0.88,1.31,1.66,0.36,0.04,0.69,1.42,6.66,0.0,0.0,0.0,0.0,N
76971,76971.0,59.79,10.0,21.07,2.98,6.29,0.47,0.04,0.19,0.3,1.33,1.72,0.72,1.66,4.16,5.82,1.76,0.65,0.4,1.57,2.57,7.35,0.0,0.0,0.0,0.0,N
76979,76979.0,81.44,43.0,38.36,8.41,18.61,0.45,0.0,0.08,0.15,4.1,6.12,0.67,3.11,7.78,12.48,1.84,0.97,1.98,2.39,3.22,20.95,0.0,0.0,0.0,0.0,N
76981,76981.0,59.14,44.0,33.37,7.6,16.26,0.47,0.0,0.03,0.08,3.79,4.77,0.79,2.53,5.46,8.98,1.74,0.61,1.1,2.4,2.89,18.99,0.0,0.0,0.0,0.0,N
76985,76985.0,63.6,0.0,24.23,3.62,8.69,0.42,0.0,0.05,0.0,1.44,2.18,0.68,2.4,6.04,7.35,1.51,1.33,1.28,1.15,2.67,8.7,0.0,0.0,0.0,0.0,N
76996,76996.0,67.0,12.5,27.52,3.73,8.54,0.44,0.0,0.0,0.0,1.97,2.67,0.75,0.56,1.76,2.33,5.11,1.19,0.13,1.67,1.72,9.42,0.0,0.0,0.0,0.0,N
77010,77010.0,41.33,0.0,14.4,2.57,6.27,0.37,0.0,0.05,0.09,1.33,1.5,0.88,0.6,0.73,1.33,0.97,0.6,0.17,0.9,1.17,6.47,0.0,0.0,0.0,0.0,N
77021,77021.0,72.0,49.0,20.4,2.5,5.63,0.44,0.1,0.4,0.15,1.77,2.2,0.8,0.3,1.5,1.8,4.33,1.1,0.13,1.7,3.17,6.77,0.0,0.0,0.0,0.0,N
77024,77024.0,48.58,8.2,21.74,1.86,4.7,0.4,0.0,0.06,0.03,1.63,2.01,0.8,0.42,1.31,1.72,3.84,0.9,0.12,1.82,2.66,5.35,0.0,0.0,0.0,0.0,N
77028,77028.0,60.83,0.0,23.02,3.6,7.6,0.47,0.0,0.0,0.0,1.75,3.02,0.58,2.23,4.42,6.63,1.37,0.75,0.95,1.9,3.63,8.92,0.0,0.0,0.0,0.0,N
77043,77043.0,60.0,48.75,26.13,4.55,10.48,0.43,0.05,0.3,0.14,2.01,2.74,0.74,0.54,1.65,2.18,4.17,1.54,0.26,2.54,2.53,11.12,0.0,0.0,0.0,0.0,N
77078,77078.0,56.29,0.0,15.46,1.13,2.54,0.43,0.0,0.0,0.0,0.13,0.41,0.34,1.59,2.77,4.36,0.93,0.9,1.11,0.93,2.81,2.36,0.0,0.0,0.0,0.0,N
77097,77097.0,79.78,59.0,31.03,7.54,14.91,0.5,0.03,0.17,0.29,5.26,6.61,0.8,2.34,5.59,7.93,2.5,0.97,0.57,2.0,2.8,20.38,0.0,0.0,0.0,0.0,N
77106,77106.0,67.25,0.0,17.11,2.48,5.4,0.47,0.0,0.1,0.0,1.48,2.02,0.73,1.09,2.8,4.04,1.06,0.59,0.41,0.87,2.87,6.45,0.0,0.0,0.0,0.0,N
77136,77136.0,70.33,12.11,18.21,2.4,4.86,0.49,0.0,0.0,0.0,0.98,1.56,0.62,1.76,3.08,4.86,1.07,0.5,0.94,1.06,2.26,5.8,0.0,0.0,0.0,0.0,N
77141,77141.0,78.57,70.36,32.69,5.28,11.87,0.45,0.1,0.53,0.17,3.43,4.29,0.8,1.31,2.54,3.84,5.03,1.35,0.61,2.39,2.79,14.06,0.0,0.0,0.0,0.0,N
77149,77149.0,65.47,15.5,19.09,1.92,4.25,0.46,0.0,0.0,0.33,0.79,1.15,0.69,2.23,4.32,6.29,0.99,0.51,2.33,1.42,2.87,4.65,0.0,0.0,0.0,0.0,N
77148,77148.0,58.0,18.2,18.46,3.16,6.95,0.44,0.03,0.21,0.12,1.59,1.98,0.81,1.6,3.36,4.96,1.48,0.8,0.51,1.68,2.56,7.94,0.0,0.0,0.0,0.0,N
77152,77152.0,63.88,1.0,26.39,4.67,10.54,0.44,0.0,0.0,0.0,2.21,2.84,0.77,1.46,2.92,4.92,3.31,0.66,0.36,2.51,2.81,11.52,0.0,0.0,0.0,0.0,N
77160,77160.0,62.82,60.73,31.99,7.57,14.91,0.5,0.03,0.23,0.17,3.27,4.43,0.74,2.37,3.87,6.22,3.35,1.18,0.68,2.19,2.44,18.45,0.0,0.0,0.0,0.0,N
77168,77168.0,65.47,17.62,26.61,5.03,11.32,0.44,0.04,0.37,0.13,3.44,4.28,0.79,2.28,4.42,6.7,2.83,1.03,0.65,2.88,3.42,13.57,0.0,0.0,0.0,0.0,N
77162,77162.0,63.58,0.0,19.92,2.98,6.03,0.5,0.0,0.13,0.2,1.17,1.42,0.84,0.93,1.93,3.06,1.6,0.73,0.36,1.04,2.12,7.16,0.0,0.0,0.0,0.0,N
77193,77193.0,77.4,24.6,26.02,4.38,7.94,0.55,0.0,0.01,0.0,2.68,3.44,0.78,1.65,3.81,5.46,2.43,1.35,1.27,1.76,2.73,11.44,0.0,0.0,0.0,0.0,N
77175,77175.0,76.29,45.44,24.5,2.33,4.93,0.47,0.0,0.03,0.05,1.36,1.79,0.75,1.88,5.16,7.04,1.23,0.45,1.39,1.59,3.27,6.01,0.0,0.0,0.0,0.0,N
77182,77182.0,65.79,5.5,19.99,3.01,6.39,0.47,0.0,0.0,0.17,1.64,2.21,0.72,1.73,3.69,5.41,1.12,0.51,0.49,1.5,2.64,7.66,0.0,0.0,0.0,0.0,N
